id,member_id,applicationType,score,month
7413,617,소방직공무원(남),22,9
7414,617,소방직공무원(남),15,10
7415,617,소방직공무원(남),47,11
7416,618,소방직공무원(남),11,12
7417,618,경호직공무원(여),37,1
7418,618,경호직공무원(여),14,2
7419,618,경호직공무원(여),32,3
7420,618,경호직공무원(여),46,4
7421,618,경호직공무원(여),6,5
7422,618,경호직공무원(여),14,6
7423,618,경호직공무원(여),14,7
7424,618,경호직공무원(여),14,8
7425,618,경호직공무원(여),46,9
7426,618,경호직공무원(여),30,10
7427,618,경호직공무원(여),47,11
7428,619,경호직공무원(여),49,12
7429,619,경호직공무원(여),23,1
7430,619,경호직공무원(여),37,2
7431,619,경호직공무원(여),27,3
7432,619,경호직공무원(여),40,4
7433,619,경호직공무원(여),28,5
7434,619,경호직공무원(여),26,6
7435,619,경호직공무원(여),39,7
7436,619,경호직공무원(여),36,8
7437,619,경호직공무원(여),39,9
7438,619,경호직공무원(여),5,10
7439,619,경호직공무원(여),22,11
7440,620,경호직공무원(여),18,12
7441,620,경찰직공무원(여),38,1
7442,620,경찰직공무원(여),36,2
7443,620,경찰직공무원(여),19,3
7444,620,경찰직공무원(여),17,4
7445,620,경찰직공무원(여),6,5
7446,620,경찰직공무원(여),38,6
7447,620,경찰직공무원(여),12,7
7448,620,경찰직공무원(여),41,8
7449,620,경찰직공무원(여),23,9
7450,620,경찰직공무원(여),25,10
7451,620,경찰직공무원(여),13,11
7452,621,경찰직공무원(여),28,12
7453,621,경찰직공무원(여),24,1
7454,621,경찰직공무원(여),26,2
7455,621,경찰직공무원(여),27,3
7456,621,경찰직공무원(여),29,4
7457,621,경찰직공무원(여),41,5
7458,621,경찰직공무원(여),9,6
7459,621,경찰직공무원(여),22,7
7460,621,경찰직공무원(여),40,8
7461,621,경찰직공무원(여),23,9
7462,621,경찰직공무원(여),41,10
7463,621,경찰직공무원(여),14,11
7464,622,경찰직공무원(여),16,12
7465,622,경호직공무원(남),31,1
7466,622,경호직공무원(남),41,2
7467,622,경호직공무원(남),44,3
7468,622,경호직공무원(남),43,4
7469,622,경호직공무원(남),8,5
7470,622,경호직공무원(남),40,6
7471,622,경호직공무원(남),26,7
7472,622,경호직공무원(남),10,8
7473,622,경호직공무원(남),5,9
7474,622,경호직공무원(남),29,10
7475,622,경호직공무원(남),14,11
7476,623,경호직공무원(남),27,12
7477,623,소방직공무원(여),13,1
7478,623,소방직공무원(여),5,2
7479,623,소방직공무원(여),49,3
7480,623,소방직공무원(여),25,4
7481,623,소방직공무원(여),5,5
7482,623,소방직공무원(여),41,6
7483,623,소방직공무원(여),28,7
7484,623,소방직공무원(여),7,8
7485,623,소방직공무원(여),23,9
7486,623,소방직공무원(여),22,10
7487,623,소방직공무원(여),15,11
7488,624,소방직공무원(여),5,12
7489,624,소방직공무원(남),5,1
7490,624,소방직공무원(남),39,2
7491,624,소방직공무원(남),19,3
7492,624,소방직공무원(남),25,4
7493,624,소방직공무원(남),45,5
7494,624,소방직공무원(남),34,6
7495,624,소방직공무원(남),36,7
7496,624,소방직공무원(남),12,8
7497,624,소방직공무원(남),35,9
7498,624,소방직공무원(남),10,10
7499,624,소방직공무원(남),24,11
7500,625,소방직공무원(남),28,12
7501,625,경찰직공무원(여),40,1
7502,625,경찰직공무원(여),32,2
7503,625,경찰직공무원(여),11,3
7504,625,경찰직공무원(여),43,4
7505,625,경찰직공무원(여),16,5
7506,625,경찰직공무원(여),23,6
7507,625,경찰직공무원(여),35,7
7508,625,경찰직공무원(여),25,8
7509,625,경찰직공무원(여),22,9
7510,625,경찰직공무원(여),39,10
7511,625,경찰직공무원(여),45,11
7512,626,경찰직공무원(여),22,12
7513,626,경호직공무원(남),5,1
7514,626,경호직공무원(남),37,2
7515,626,경호직공무원(남),9,3
7516,626,경호직공무원(남),41,4
7517,626,경호직공무원(남),12,5
7518,626,경호직공무원(남),20,6
7519,626,경호직공무원(남),36,7
7520,626,경호직공무원(남),11,8
7521,626,경호직공무원(남),17,9
7522,626,경호직공무원(남),19,10
7523,626,경호직공무원(남),21,11
7524,627,경호직공무원(남),5,12
7525,627,경찰직공무원(남),48,1
7526,627,경찰직공무원(남),47,2
7527,627,경찰직공무원(남),44,3
7528,627,경찰직공무원(남),14,4
7529,627,경찰직공무원(남),20,5
7530,627,경찰직공무원(남),23,6
7531,627,경찰직공무원(남),18,7
7532,627,경찰직공무원(남),21,8
7533,627,경찰직공무원(남),15,9
7534,627,경찰직공무원(남),9,10
7535,627,경찰직공무원(남),45,11
7536,628,경찰직공무원(남),11,12
7537,628,소방직공무원(여),35,1
7538,628,소방직공무원(여),46,2
7539,628,소방직공무원(여),29,3
7540,628,소방직공무원(여),34,4
7541,628,소방직공무원(여),32,5
7542,628,소방직공무원(여),28,6
7543,628,소방직공무원(여),5,7
7544,628,소방직공무원(여),45,8
7545,628,소방직공무원(여),48,9
7546,628,소방직공무원(여),38,10
7547,628,소방직공무원(여),49,11
7548,629,소방직공무원(여),18,12
7549,629,소방직공무원(남),11,1
7550,629,소방직공무원(남),10,2
7551,629,소방직공무원(남),17,3
7552,629,소방직공무원(남),39,4
7553,629,소방직공무원(남),23,5
7554,629,소방직공무원(남),42,6
7555,629,소방직공무원(남),28,7
7556,629,소방직공무원(남),9,8
7557,629,소방직공무원(남),24,9
7558,629,소방직공무원(남),27,10
7559,629,소방직공무원(남),44,11
7560,630,소방직공무원(남),16,12
7561,630,경호직공무원(여),34,1
7562,630,경호직공무원(여),18,2
7563,630,경호직공무원(여),19,3
7564,630,경호직공무원(여),40,4
7565,630,경호직공무원(여),31,5
7566,630,경호직공무원(여),12,6
7567,630,경호직공무원(여),26,7
7568,630,경호직공무원(여),7,8
7569,630,경호직공무원(여),6,9
7570,630,경호직공무원(여),27,10
7571,630,경호직공무원(여),48,11
7572,631,경호직공무원(여),38,12
7573,631,소방직공무원(남),12,1
7574,631,소방직공무원(남),15,2
7575,631,소방직공무원(남),37,3
7576,631,소방직공무원(남),8,4
7577,631,소방직공무원(남),29,5
7578,631,소방직공무원(남),29,6
7579,631,소방직공무원(남),21,7
7580,631,소방직공무원(남),14,8
7581,631,소방직공무원(남),45,9
7582,631,소방직공무원(남),10,10
7583,631,소방직공무원(남),22,11
7584,632,소방직공무원(남),39,12
7585,632,경찰직공무원(여),23,1
7586,632,경찰직공무원(여),9,2
7587,632,경찰직공무원(여),23,3
7588,632,경찰직공무원(여),17,4
7589,632,경찰직공무원(여),19,5
7590,632,경찰직공무원(여),20,6
7591,632,경찰직공무원(여),11,7
7592,632,경찰직공무원(여),21,8
7593,632,경찰직공무원(여),28,9
7594,632,경찰직공무원(여),9,10
7595,632,경찰직공무원(여),5,11
7596,633,경찰직공무원(여),37,12
7597,633,소방직공무원(여),27,1
7598,633,소방직공무원(여),38,2
7599,633,소방직공무원(여),13,3
7600,633,소방직공무원(여),36,4
7601,633,소방직공무원(여),35,5
7602,633,소방직공무원(여),17,6
7603,633,소방직공무원(여),15,7
7604,633,소방직공무원(여),43,8
7605,633,소방직공무원(여),12,9
7606,633,소방직공무원(여),34,10
7607,633,소방직공무원(여),22,11
7608,634,소방직공무원(여),47,12
7609,634,경찰직공무원(남),45,1
7610,634,경찰직공무원(남),18,2
7611,634,경찰직공무원(남),5,3
7612,634,경찰직공무원(남),27,4
7613,634,경찰직공무원(남),43,5
7614,634,경찰직공무원(남),37,6
7615,634,경찰직공무원(남),30,7
7616,634,경찰직공무원(남),46,8
7617,634,경찰직공무원(남),5,9
7618,634,경찰직공무원(남),27,10
7619,634,경찰직공무원(남),17,11
7620,635,경찰직공무원(남),11,12
7621,635,경호직공무원(여),6,1
7622,635,경호직공무원(여),29,2
7623,635,경호직공무원(여),40,3
7624,635,경호직공무원(여),13,4
7625,635,경호직공무원(여),6,5
7626,635,경호직공무원(여),25,6
7627,635,경호직공무원(여),41,7
7628,635,경호직공무원(여),36,8
7629,635,경호직공무원(여),36,9
7630,635,경호직공무원(여),38,10
7631,635,경호직공무원(여),17,11
7632,636,경호직공무원(여),45,12
7633,636,경호직공무원(남),38,1
7634,636,경호직공무원(남),42,2
7635,636,경호직공무원(남),20,3
7636,636,경호직공무원(남),47,4
7637,636,경호직공무원(남),22,5
7638,636,경호직공무원(남),33,6
7639,636,경호직공무원(남),16,7
7640,636,경호직공무원(남),13,8
7641,636,경호직공무원(남),44,9
7642,636,경호직공무원(남),10,10
7643,636,경호직공무원(남),28,11
7644,637,경호직공무원(남),23,12
7645,637,경찰직공무원(남),13,1
7646,637,경찰직공무원(남),20,2
7647,637,경찰직공무원(남),11,3
7648,637,경찰직공무원(남),18,4
7649,637,경찰직공무원(남),35,5
7650,637,경찰직공무원(남),9,6
7651,637,경찰직공무원(남),5,7
7652,637,경찰직공무원(남),15,8
7653,637,경찰직공무원(남),45,9
7654,637,경찰직공무원(남),25,10
7655,637,경찰직공무원(남),30,11
7656,638,경찰직공무원(남),28,12
7657,638,소방직공무원(남),27,1
7658,638,소방직공무원(남),6,2
7659,638,소방직공무원(남),38,3
7660,638,소방직공무원(남),39,4
7661,638,소방직공무원(남),20,5
7662,638,소방직공무원(남),43,6
7663,638,소방직공무원(남),45,7
7664,638,소방직공무원(남),23,8
7665,638,소방직공무원(남),8,9
7666,638,소방직공무원(남),18,10
7667,638,소방직공무원(남),25,11
7668,639,소방직공무원(남),48,12
7669,639,경호직공무원(여),24,1
7670,639,경호직공무원(여),29,2
7671,639,경호직공무원(여),44,3
7672,639,경호직공무원(여),31,4
7673,639,경호직공무원(여),47,5
7674,639,경호직공무원(여),21,6
7675,639,경호직공무원(여),27,7
7676,639,경호직공무원(여),8,8
7677,639,경호직공무원(여),37,9
7678,639,경호직공무원(여),48,10
7679,639,경호직공무원(여),10,11
7680,640,경호직공무원(여),22,12
7681,640,경호직공무원(남),17,1
7682,640,경호직공무원(남),23,2
7683,640,경호직공무원(남),5,3
7684,640,경호직공무원(남),16,4
7685,640,경호직공무원(남),24,5
7686,640,경호직공무원(남),38,6
7687,640,경호직공무원(남),10,7
7688,640,경호직공무원(남),31,8
7689,640,경호직공무원(남),9,9
7690,640,경호직공무원(남),22,10
7691,640,경호직공무원(남),25,11
7692,641,경호직공무원(남),21,12
7693,641,소방직공무원(여),42,1
7694,641,소방직공무원(여),46,2
7695,641,소방직공무원(여),20,3
7696,641,소방직공무원(여),43,4
7697,641,소방직공무원(여),12,5
7698,641,소방직공무원(여),17,6
7699,641,소방직공무원(여),9,7
7700,641,소방직공무원(여),8,8
7701,641,소방직공무원(여),34,9
7702,641,소방직공무원(여),14,10
7703,641,소방직공무원(여),9,11
7704,642,소방직공무원(여),11,12
7705,642,소방직공무원(남),11,1
7706,642,소방직공무원(남),25,2
7707,642,소방직공무원(남),15,3
7708,642,소방직공무원(남),20,4
7709,642,소방직공무원(남),24,5
7710,642,소방직공무원(남),43,6
7711,642,소방직공무원(남),46,7
7712,642,소방직공무원(남),5,8
7713,642,소방직공무원(남),25,9
7714,642,소방직공무원(남),43,10
7715,642,소방직공무원(남),10,11
7716,643,소방직공무원(남),17,12
7717,643,경호직공무원(남),5,1
7718,643,경호직공무원(남),14,2
7719,643,경호직공무원(남),21,3
7720,643,경호직공무원(남),31,4
7721,643,경호직공무원(남),28,5
7722,643,경호직공무원(남),8,6
7723,643,경호직공무원(남),11,7
7724,643,경호직공무원(남),26,8
7725,643,경호직공무원(남),22,9
7726,643,경호직공무원(남),12,10
7727,643,경호직공무원(남),30,11
7728,644,경호직공무원(남),15,12
7729,644,소방직공무원(남),15,1
7730,644,소방직공무원(남),16,2
7731,644,소방직공무원(남),37,3
7732,644,소방직공무원(남),19,4
7733,644,소방직공무원(남),29,5
7734,644,소방직공무원(남),31,6
7735,644,소방직공무원(남),31,7
7736,644,소방직공무원(남),31,8
7737,644,소방직공무원(남),34,9
7738,644,소방직공무원(남),16,10
7739,644,소방직공무원(남),44,11
7740,645,소방직공무원(남),30,12
7741,645,경호직공무원(남),36,1
7742,645,경호직공무원(남),9,2
7743,645,경호직공무원(남),38,3
7744,645,경호직공무원(남),41,4
7745,645,경호직공무원(남),42,5
7746,645,경호직공무원(남),20,6
7747,645,경호직공무원(남),33,7
7748,645,경호직공무원(남),28,8
7749,645,경호직공무원(남),44,9
7750,645,경호직공무원(남),30,10
7751,645,경호직공무원(남),34,11
7752,646,경호직공무원(남),5,12
7753,646,소방직공무원(여),47,1
7754,646,소방직공무원(여),27,2
7755,646,소방직공무원(여),41,3
7756,646,소방직공무원(여),10,4
7757,646,소방직공무원(여),24,5
7758,646,소방직공무원(여),22,6
7759,646,소방직공무원(여),32,7
7760,646,소방직공무원(여),41,8
7761,646,소방직공무원(여),6,9
7762,646,소방직공무원(여),29,10
7763,646,소방직공무원(여),8,11
7764,647,소방직공무원(여),11,12
7765,647,경호직공무원(남),39,1
7766,647,경호직공무원(남),30,2
7767,647,경호직공무원(남),16,3
7768,647,경호직공무원(남),20,4
7769,647,경호직공무원(남),24,5
7770,647,경호직공무원(남),8,6
7771,647,경호직공무원(남),23,7
7772,647,경호직공무원(남),16,8
7773,647,경호직공무원(남),48,9
7774,647,경호직공무원(남),25,10
7775,647,경호직공무원(남),37,11
7776,648,경호직공무원(남),49,12
7777,648,소방직공무원(남),18,1
7778,648,소방직공무원(남),19,2
7779,648,소방직공무원(남),16,3
7780,648,소방직공무원(남),21,4
7781,648,소방직공무원(남),31,5
7782,648,소방직공무원(남),43,6
7783,648,소방직공무원(남),41,7
7784,648,소방직공무원(남),12,8
7785,648,소방직공무원(남),20,9
7786,648,소방직공무원(남),38,10
7787,648,소방직공무원(남),41,11
7788,649,소방직공무원(남),14,12
7789,649,소방직공무원(남),9,1
7790,649,소방직공무원(남),13,2
7791,649,소방직공무원(남),23,3
7792,649,소방직공무원(남),45,4
7793,649,소방직공무원(남),6,5
7794,649,소방직공무원(남),25,6
7795,649,소방직공무원(남),8,7
7796,649,소방직공무원(남),24,8
7797,649,소방직공무원(남),31,9
7798,649,소방직공무원(남),26,10
7799,649,소방직공무원(남),39,11
7800,650,소방직공무원(남),19,12
7801,650,경찰직공무원(남),23,1
7802,650,경찰직공무원(남),29,2
7803,650,경찰직공무원(남),19,3
7804,650,경찰직공무원(남),35,4
7805,650,경찰직공무원(남),44,5
7806,650,경찰직공무원(남),17,6
7807,650,경찰직공무원(남),8,7
7808,650,경찰직공무원(남),28,8
7809,650,경찰직공무원(남),25,9
7810,650,경찰직공무원(남),46,10
7811,650,경찰직공무원(남),14,11
7812,651,경찰직공무원(남),17,12
7813,651,경찰직공무원(여),28,1
7814,651,경찰직공무원(여),8,2
7815,651,경찰직공무원(여),18,3
7816,651,경찰직공무원(여),25,4
7817,651,경찰직공무원(여),32,5
7818,651,경찰직공무원(여),14,6
7819,651,경찰직공무원(여),21,7
7820,651,경찰직공무원(여),20,8
7821,651,경찰직공무원(여),43,9
7822,651,경찰직공무원(여),24,10
7823,651,경찰직공무원(여),49,11
7824,652,경찰직공무원(여),9,12
7825,652,소방직공무원(여),47,1
7826,652,소방직공무원(여),15,2
7827,652,소방직공무원(여),24,3
7828,652,소방직공무원(여),32,4
7829,652,소방직공무원(여),14,5
7830,652,소방직공무원(여),41,6
7831,652,소방직공무원(여),37,7
7832,652,소방직공무원(여),5,8
7833,652,소방직공무원(여),37,9
7834,652,소방직공무원(여),29,10
7835,652,소방직공무원(여),17,11
7836,653,소방직공무원(여),45,12
7837,653,경호직공무원(남),47,1
7838,653,경호직공무원(남),7,2
7839,653,경호직공무원(남),24,3
7840,653,경호직공무원(남),35,4
7841,653,경호직공무원(남),18,5
7842,653,경호직공무원(남),38,6
7843,653,경호직공무원(남),37,7
7844,653,경호직공무원(남),33,8
7845,653,경호직공무원(남),23,9
7846,653,경호직공무원(남),48,10
7847,653,경호직공무원(남),21,11
7848,654,경호직공무원(남),26,12
7849,654,경호직공무원(여),25,1
7850,654,경호직공무원(여),35,2
7851,654,경호직공무원(여),46,3
7852,654,경호직공무원(여),31,4
7853,654,경호직공무원(여),8,5
7854,654,경호직공무원(여),28,6
7855,654,경호직공무원(여),7,7
7856,654,경호직공무원(여),41,8
7857,654,경호직공무원(여),27,9
7858,654,경호직공무원(여),23,10
7859,654,경호직공무원(여),42,11
7860,655,경호직공무원(여),23,12
7861,655,경찰직공무원(남),11,1
7862,655,경찰직공무원(남),29,2
7863,655,경찰직공무원(남),44,3
7864,655,경찰직공무원(남),44,4
7865,655,경찰직공무원(남),16,5
7866,655,경찰직공무원(남),13,6
7867,655,경찰직공무원(남),6,7
7868,655,경찰직공무원(남),9,8
7869,655,경찰직공무원(남),12,9
7870,655,경찰직공무원(남),43,10
7871,655,경찰직공무원(남),47,11
7872,656,경찰직공무원(남),15,12
7873,656,소방직공무원(남),32,1
7874,656,소방직공무원(남),24,2
7875,656,소방직공무원(남),19,3
7876,656,소방직공무원(남),42,4
7877,656,소방직공무원(남),14,5
7878,656,소방직공무원(남),15,6
7879,656,소방직공무원(남),38,7
7880,656,소방직공무원(남),17,8
7881,656,소방직공무원(남),13,9
7882,656,소방직공무원(남),35,10
7883,656,소방직공무원(남),37,11
7884,657,소방직공무원(남),40,12
7885,657,소방직공무원(여),18,1
7886,657,소방직공무원(여),34,2
7887,657,소방직공무원(여),44,3
7888,657,소방직공무원(여),10,4
7889,657,소방직공무원(여),32,5
7890,657,소방직공무원(여),20,6
7891,657,소방직공무원(여),45,7
7892,657,소방직공무원(여),36,8
7893,657,소방직공무원(여),29,9
7894,657,소방직공무원(여),26,10
7895,657,소방직공무원(여),48,11
7896,658,소방직공무원(여),10,12
7897,658,경찰직공무원(여),5,1
7898,658,경찰직공무원(여),25,2
7899,658,경찰직공무원(여),29,3
7900,658,경찰직공무원(여),29,4
7901,658,경찰직공무원(여),49,5
7902,658,경찰직공무원(여),20,6
7903,658,경찰직공무원(여),37,7
7904,658,경찰직공무원(여),29,8
7905,658,경찰직공무원(여),19,9
7906,658,경찰직공무원(여),28,10
7907,658,경찰직공무원(여),28,11
7908,659,경찰직공무원(여),37,12
7909,659,경호직공무원(남),42,1
7910,659,경호직공무원(남),28,2
7911,659,경호직공무원(남),29,3
7912,659,경호직공무원(남),11,4
7913,659,경호직공무원(남),19,5
7914,659,경호직공무원(남),39,6
7915,659,경호직공무원(남),42,7
7916,659,경호직공무원(남),45,8
7917,659,경호직공무원(남),46,9
7918,659,경호직공무원(남),40,10
7919,659,경호직공무원(남),16,11
7920,660,경호직공무원(남),30,12
7921,660,경찰직공무원(남),38,1
7922,660,경찰직공무원(남),20,2
7923,660,경찰직공무원(남),40,3
7924,660,경찰직공무원(남),42,4
7925,660,경찰직공무원(남),24,5
7926,660,경찰직공무원(남),32,6
7927,660,경찰직공무원(남),9,7
7928,660,경찰직공무원(남),36,8
7929,660,경찰직공무원(남),47,9
7930,660,경찰직공무원(남),35,10
7931,660,경찰직공무원(남),15,11
7932,661,경찰직공무원(남),17,12
7933,661,경찰직공무원(여),38,1
7934,661,경찰직공무원(여),30,2
7935,661,경찰직공무원(여),30,3
7936,661,경찰직공무원(여),24,4
7937,661,경찰직공무원(여),14,5
7938,661,경찰직공무원(여),40,6
7939,661,경찰직공무원(여),47,7
7940,661,경찰직공무원(여),12,8
7941,661,경찰직공무원(여),13,9
7942,661,경찰직공무원(여),25,10
7943,661,경찰직공무원(여),14,11
7944,662,경찰직공무원(여),40,12
7945,662,경찰직공무원(여),11,1
7946,662,경찰직공무원(여),30,2
7947,662,경찰직공무원(여),47,3
7948,662,경찰직공무원(여),30,4
7949,662,경찰직공무원(여),22,5
7950,662,경찰직공무원(여),47,6
7951,662,경찰직공무원(여),16,7
7952,662,경찰직공무원(여),21,8
7953,662,경찰직공무원(여),41,9
7954,662,경찰직공무원(여),33,10
7955,662,경찰직공무원(여),11,11
7956,663,경찰직공무원(여),42,12
7957,663,경찰직공무원(남),27,1
7958,663,경찰직공무원(남),16,2
7959,663,경찰직공무원(남),12,3
7960,663,경찰직공무원(남),36,4
7961,663,경찰직공무원(남),34,5
7962,663,경찰직공무원(남),32,6
7963,663,경찰직공무원(남),36,7
7964,663,경찰직공무원(남),31,8
7965,663,경찰직공무원(남),9,9
7966,663,경찰직공무원(남),5,10
7967,663,경찰직공무원(남),11,11
7968,664,경찰직공무원(남),7,12
7969,664,경호직공무원(남),47,1
7970,664,경호직공무원(남),25,2
7971,664,경호직공무원(남),27,3
7972,664,경호직공무원(남),8,4
7973,664,경호직공무원(남),37,5
7974,664,경호직공무원(남),26,6
7975,664,경호직공무원(남),37,7
7976,664,경호직공무원(남),25,8
7977,664,경호직공무원(남),42,9
7978,664,경호직공무원(남),5,10
7979,664,경호직공무원(남),11,11
7980,665,경호직공무원(남),38,12
7981,665,경호직공무원(여),39,1
7982,665,경호직공무원(여),5,2
7983,665,경호직공무원(여),46,3
7984,665,경호직공무원(여),8,4
7985,665,경호직공무원(여),25,5
7986,665,경호직공무원(여),22,6
7987,665,경호직공무원(여),45,7
7988,665,경호직공무원(여),21,8
7989,665,경호직공무원(여),29,9
7990,665,경호직공무원(여),19,10
7991,665,경호직공무원(여),45,11
7992,666,경호직공무원(여),16,12
7993,666,경호직공무원(남),11,1
7994,666,경호직공무원(남),9,2
7995,666,경호직공무원(남),22,3
7996,666,경호직공무원(남),15,4
7997,666,경호직공무원(남),14,5
7998,666,경호직공무원(남),48,6
7999,666,경호직공무원(남),31,7
8000,666,경호직공무원(남),35,8
8001,666,경호직공무원(남),24,9
8002,666,경호직공무원(남),29,10
8003,666,경호직공무원(남),6,11
8004,667,경호직공무원(남),19,12
8005,667,소방직공무원(남),14,1
8006,667,소방직공무원(남),39,2
8007,667,소방직공무원(남),28,3
8008,667,소방직공무원(남),28,4
8009,667,소방직공무원(남),12,5
8010,667,소방직공무원(남),14,6
8011,667,소방직공무원(남),6,7
8012,667,소방직공무원(남),45,8
8013,667,소방직공무원(남),34,9
8014,667,소방직공무원(남),33,10
8015,667,소방직공무원(남),47,11
8016,668,소방직공무원(남),5,12
8017,668,경호직공무원(남),25,1
8018,668,경호직공무원(남),47,2
8019,668,경호직공무원(남),35,3
8020,668,경호직공무원(남),48,4
8021,668,경호직공무원(남),22,5
8022,668,경호직공무원(남),28,6
8023,668,경호직공무원(남),46,7
8024,668,경호직공무원(남),33,8
8025,668,경호직공무원(남),26,9
8026,668,경호직공무원(남),30,10
8027,668,경호직공무원(남),42,11
8028,669,경호직공무원(남),32,12
8029,669,소방직공무원(남),7,1
8030,669,소방직공무원(남),29,2
8031,669,소방직공무원(남),47,3
8032,669,소방직공무원(남),22,4
8033,669,소방직공무원(남),12,5
8034,669,소방직공무원(남),47,6
8035,669,소방직공무원(남),6,7
8036,669,소방직공무원(남),20,8
8037,669,소방직공무원(남),10,9
8038,669,소방직공무원(남),40,10
8039,669,소방직공무원(남),44,11
8040,670,소방직공무원(남),32,12
8041,670,경호직공무원(여),45,1
8042,670,경호직공무원(여),5,2
8043,670,경호직공무원(여),40,3
8044,670,경호직공무원(여),7,4
8045,670,경호직공무원(여),18,5
8046,670,경호직공무원(여),43,6
8047,670,경호직공무원(여),19,7
8048,670,경호직공무원(여),32,8
8049,670,경호직공무원(여),18,9
8050,670,경호직공무원(여),17,10
8051,670,경호직공무원(여),21,11
8052,671,경호직공무원(여),28,12
8053,671,소방직공무원(남),28,1
8054,671,소방직공무원(남),8,2
8055,671,소방직공무원(남),9,3
8056,671,소방직공무원(남),30,4
8057,671,소방직공무원(남),21,5
8058,671,소방직공무원(남),14,6
8059,671,소방직공무원(남),49,7
8060,671,소방직공무원(남),30,8
8061,671,소방직공무원(남),5,9
8062,671,소방직공무원(남),46,10
8063,671,소방직공무원(남),41,11
8064,672,소방직공무원(남),20,12
8065,672,경호직공무원(남),8,1
8066,672,경호직공무원(남),13,2
8067,672,경호직공무원(남),36,3
8068,672,경호직공무원(남),37,4
8069,672,경호직공무원(남),34,5
8070,672,경호직공무원(남),25,6
8071,672,경호직공무원(남),11,7
8072,672,경호직공무원(남),32,8
8073,672,경호직공무원(남),10,9
8074,672,경호직공무원(남),30,10
8075,672,경호직공무원(남),43,11
8076,673,경호직공무원(남),12,12
8077,673,소방직공무원(남),49,1
8078,673,소방직공무원(남),16,2
8079,673,소방직공무원(남),46,3
8080,673,소방직공무원(남),28,4
8081,673,소방직공무원(남),14,5
8082,673,소방직공무원(남),43,6
8083,673,소방직공무원(남),5,7
8084,673,소방직공무원(남),39,8
8085,673,소방직공무원(남),14,9
8086,673,소방직공무원(남),31,10
8087,673,소방직공무원(남),29,11
8088,674,소방직공무원(남),16,12
8089,674,소방직공무원(남),26,1
8090,674,소방직공무원(남),14,2
8091,674,소방직공무원(남),7,3
8092,674,소방직공무원(남),21,4
8093,674,소방직공무원(남),49,5
8094,674,소방직공무원(남),46,6
8095,674,소방직공무원(남),36,7
8096,674,소방직공무원(남),38,8
8097,674,소방직공무원(남),42,9
8098,674,소방직공무원(남),9,10
8099,674,소방직공무원(남),20,11
8100,675,소방직공무원(남),43,12
8101,675,소방직공무원(남),46,1
8102,675,소방직공무원(남),44,2
8103,675,소방직공무원(남),17,3
8104,675,소방직공무원(남),23,4
8105,675,소방직공무원(남),23,5
8106,675,소방직공무원(남),24,6
8107,675,소방직공무원(남),21,7
8108,675,소방직공무원(남),43,8
8109,675,소방직공무원(남),33,9
8110,675,소방직공무원(남),35,10
8111,675,소방직공무원(남),11,11
8112,676,소방직공무원(남),48,12
8113,676,경호직공무원(여),21,1
8114,676,경호직공무원(여),7,2
8115,676,경호직공무원(여),15,3
8116,676,경호직공무원(여),25,4
8117,676,경호직공무원(여),5,5
8118,676,경호직공무원(여),15,6
8119,676,경호직공무원(여),10,7
8120,676,경호직공무원(여),40,8
8121,676,경호직공무원(여),18,9
8122,676,경호직공무원(여),35,10
8123,676,경호직공무원(여),20,11
8124,677,경호직공무원(여),39,12
8125,677,경찰직공무원(남),34,1
8126,677,경찰직공무원(남),40,2
8127,677,경찰직공무원(남),42,3
8128,677,경찰직공무원(남),31,4
8129,677,경찰직공무원(남),11,5
8130,677,경찰직공무원(남),34,6
8131,677,경찰직공무원(남),37,7
8132,677,경찰직공무원(남),22,8
8133,677,경찰직공무원(남),16,9
8134,677,경찰직공무원(남),10,10
8135,677,경찰직공무원(남),38,11
8136,678,경찰직공무원(남),44,12
8137,678,소방직공무원(여),47,1
8138,678,소방직공무원(여),44,2
8139,678,소방직공무원(여),22,3
8140,678,소방직공무원(여),10,4
8141,678,소방직공무원(여),9,5
8142,678,소방직공무원(여),39,6
8143,678,소방직공무원(여),15,7
8144,678,소방직공무원(여),24,8
8145,678,소방직공무원(여),7,9
8146,678,소방직공무원(여),37,10
8147,678,소방직공무원(여),34,11
8148,679,소방직공무원(여),46,12
8149,679,경찰직공무원(남),40,1
8150,679,경찰직공무원(남),17,2
8151,679,경찰직공무원(남),38,3
8152,679,경찰직공무원(남),22,4
8153,679,경찰직공무원(남),19,5
8154,679,경찰직공무원(남),33,6
8155,679,경찰직공무원(남),34,7
8156,679,경찰직공무원(남),20,8
8157,679,경찰직공무원(남),15,9
8158,679,경찰직공무원(남),43,10
8159,679,경찰직공무원(남),40,11
8160,680,경찰직공무원(남),10,12
8161,680,경찰직공무원(남),37,1
8162,680,경찰직공무원(남),29,2
8163,680,경찰직공무원(남),35,3
8164,680,경찰직공무원(남),24,4
8165,680,경찰직공무원(남),49,5
8166,680,경찰직공무원(남),38,6
8167,680,경찰직공무원(남),25,7
8168,680,경찰직공무원(남),14,8
8169,680,경찰직공무원(남),29,9
8170,680,경찰직공무원(남),12,10
8171,680,경찰직공무원(남),8,11
8172,681,경찰직공무원(남),39,12
8173,681,소방직공무원(남),43,1
8174,681,소방직공무원(남),21,2
8175,681,소방직공무원(남),34,3
8176,681,소방직공무원(남),39,4
